WKT;fid;PG;GKZ;PLZ;Adresse Ge;Lat;Lon;PG_1;GKZ_1;Gemeinde;layer;path;fid_2;id;name;osm_id;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((498517.994980638 5279279.53770128,492941.351469147 5265502.6643891));279;Wildalpen;61251;8924;Wildalpen 91;47.666.906.539.999.900;14.980.259.520.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;264;659;UW Trofeng;;4038;y;n;n;14862,75
MULTILINESTRING ((167096.90924815 5261159.5030199,179809.125080974 5268785.67404358));51;Forchach;70810;6670;Nr. 41;47.418.830.440.000.000;10.586.196.400.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;501;541;Reutte;;9223;y;n;n;14824,27
MULTILINESTRING ((294165.350286635 5236967.62188546,308806.374903588 5239198.73510052));110;Wagrain;50423;5741;Marktstraße 171;47.253.882.500.000.000;12.279.568.299.999.900;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;446;393;UW Mittersill;;9166;y;n;n;14810,05
MULTILINESTRING ((449666.215860594 5285585.74609447,451023.479303716 5270840.02897389));429;Windischgarsten;40923;4580;Hauptstra�e 5;47.721.686.800.000.000;14.328.844.130.000.000;Weyer;41522;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;481;652;UW Ardning;;9202;y;n;n;14808,05
MULTILINESTRING ((409782.650655131 5219860.0478854,395386.09018112 5216562.76841199));78;Rußbach am Paß Gschütt;50210;5580;Marktplatz 1;47.126.067.650.000.000;13.810.522.020.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;442;513;UW Lungau;;9162;y;n;n;14769,33
MULTILINESTRING ((142130.139686408 5217393.51749444,144636.086165436 5231942.64991648));91;Ischgl;70608;6561;Eggerweg 4;47.013.142.299.999.900;10.291.245.399.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;516;538;UW Sankt Jakob;;9238;y;n;n;14763,37
MULTILINESTRING ((416576.812210148 5390104.82636307,425763.055400954 5378616.04512868));134;Kallham;40812;4162;Schulstra�e 4;48.658.424.699.999.900;13.867.160.300.000.000;Innerschwand am Mondsee;41712;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;426;703;UW Rohrbach (Oberoe);;9146;y;n;n;14709,83
MULTILINESTRING ((165181.397786248 5270166.13991414,179809.125080974 5268785.67404358));65;Grän;70811;6673;Dorfstra�e 1;47.498.649.200.000.000;10.554.058.100.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;501;541;Reutte;;9223;y;n;n;14692,72
MULTILINESTRING ((227705.818855789 5213158.93413657,222651.865880152 5226914.12662093));156;Obernberg am Brenner;70336;6157;Innertal 39a;47.015.863.299.999.900;11.417.164.400.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;39;608;KW Medraz;;4129;y;n;n;14654,27
MULTILINESTRING ((476073.171008873 5365524.24321811,462840.124760884 5371607.37434832));313;Schärding;41422;4294;Hauptstra�e 9;48.442.405.800.000.000;14.676.469.700.000.000;Schlatt;41736;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;406;693;UW Freistadt;;9126;y;n;n;14564,27
MULTILINESTRING ((234158.717853894 5218033.58439829,222651.865880152 5226914.12662093));254;Vals;70362;6154;St. Jodok 2;47.062.270.200.000.000;11.499.040.900.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;39;608;KW Medraz;;4129;y;n;n;14535,19
MULTILINESTRING ((447781.735681715 5374645.48779882,462264.966112281 5375734.42391657));37;Bad Leonfelden;41603;4190;Hauptplatz 1;48.522.747.000.000.000;14.292.805.000.000.000;Bad Hall;41503;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;436;694;UW Rainbach im Muehlkreis;;9156;y;n;n;14524,11
MULTILINESTRING ((317715.337466759 5175621.37608851,303991.310104458 5180342.11601565));159;Obertilliach;70721;9942;Dorf 4;46.709.289.200.000.000;12.615.188.379.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;504;524;UW Sillian;;9226;y;n;n;14513,25
MULTILINESTRING ((419929.554806079 5391888.91212319,425763.055400954 5378616.04512868));393;Ulrichsberg;41342;4161;Markt 20;48.674.910.400.000.000;13.912.334.599.999.900;Traun;41021;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;426;703;UW Rohrbach (Oberoe);;9146;y;n;n;14498,23
MULTILINESTRING ((123375.274463979 5251899.92156766,113527.546533341 5262501.80186243));76;;80233;6886;Unterdorf 2;47.312.082.199.999.900;10.016.484.100.000.000;;;Schoppernau;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;530;592;UW Andelsbuch;;9253;y;n;n;14469,89
MULTILINESTRING ((398336.095085408 5352223.05188641,389678.688015051 5340782.17573264));435;Zell an der Pram;41430;4755;Hofmark 1;48.315.020.699.999.900;13.628.747.100.000.000;Wippenham;41236;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;410;36;UW Ried;;9130;y;n;n;14347,28
MULTILINESTRING ((1064194.43207917 5250568.1620515,1055281.64111011 5239361.0950012));16;Deutsch_Schï¿½tzen-Eisenberg;10903;7474;Untere Hauptstraï¿½e 24;4.716.599.945;1.644.581;;;;;;234;737;UW Guessing;;4008;y;n;n;14319,08
MULTILINESTRING ((408447.540577418 5222425.61834447,395386.09018112 5216562.76841199));74;Plainfeld;50328;5572;St. Andrä 16;47.148.964.800.000.000;13.792.400.600.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;442;513;UW Lungau;;9162;y;n;n;14316,93
MULTILINESTRING ((486763.401542252 5250142.05410841,500134.148995101 5245038.98559141));137;Mühlen;61410;8774;Klostergasse 5;47.404.597.299.999.900;14.824.564.049.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;465;493;UW Sankt Michael;;9186;y;n;n;14311,47
MULTILINESTRING ((438475.568079118 5283493.4113953,440419.156865911 5269315.67589589));120;Hinzenbach;40507;4573;Hinterstoder 38;47.701.893.020.000.000;14.179.936.619.999.900;Helpfau-Uttendorf;40413;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;170;374;UW Weissbach;;4260;y;y;n;14310,34
MULTILINESTRING ((128691.155966179 5245476.06963437,137370.695261782 5256819.2774782));77;;80234;6888;Heimboden 2;47.257.523.900.000.000;10.091.899.700.000.000;;;Schröcken;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;531;792;Westegg;;9254;y;n;n;14282,95
MULTILINESTRING ((162249.980470021 5244779.70169014,163684.244777632 5230596.23139689));64;Gramais;70812;6650;Nr. 16;47.269.401.350.000.000;10.534.567.050.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;517;534;UW Landeck;;9239;y;n;n;14255,8
MULTILINESTRING ((326910.248848424 5273260.54524748,321485.277505423 5260171.99461665));7;Bad Gastein;50403;5090;Lofer 25;47.589.642.400.000.000;12.697.764.449.999.900;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;511;629;UW Hochfilzen;;9233;y;n;n;14168,29
MULTILINESTRING ((414668.992100798 5387353.9457619,425763.055400954 5378616.04512868));204;Neufelden;41321;4155;Nebelberg 50;48.633.424.699.999.900;13.841.825.410.000.000;Münzkirchen;41413;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;426;703;UW Rohrbach (Oberoe);;9146;y;n;n;14121,94
MULTILINESTRING ((450599.112351003 5284954.47439945,451023.479303716 5270840.02897389));55;Edt bei Lambach;41806;4580;Edlbach 80;47.716.079.299.999.900;14.341.354.200.000.000;Ebensee;40704;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;481;652;UW Ardning;;9202;y;n;n;14120,82
MULTILINESTRING ((454184.130296124 5284546.02472114,451023.479303716 5270840.02897389));294;Rottenbach;40823;4581;Hauptstra�e 16;47.712.668.800.000.000;14.389.192.100.000.000;Roitham am Traunfall;40715;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;481;652;UW Ardning;;9202;y;n;n;14065,7
MULTILINESTRING ((406384.559668357 5225324.02863212,395386.09018112 5216562.76841199));76;Radstadt;50417;5574;Wassering 67;47.174.750.050.000.000;13.764.591.380.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;442;513;UW Lungau;;9162;y;n;n;14061,51
MULTILINESTRING ((531554.734449829 5366404.25316486,517850.002516157 5368984.83907305));528;Weinburg;31945;3521;N�hagen 20;48.449.986.400.000.000;15.426.735.900.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;356;125;UW Sallingberg;;9075;y;n;n;13945,58
MULTILINESTRING ((395344.947014658 5377590.55337575,407788.653329209 5371485.0810394));68;Feldkirchen an der Donau;41606;4092;Hauptstra�e 33;48.542.682.100.000.000;13.582.080.700.000.000;Enns;41005;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;109;702;KW Ranna;;4199;y;n;n;13860,83
MULTILINESTRING ((1051470.81476612 5273463.87588784,1043265.72171894 5262298.43068855));152;Unterkohlstï¿½tten;10924;7434;Unterkohlstï¿½tten 32;473.811.136.778.336;163.075.344.703.763;;;;;;65;762;Oberwart a;;4155;y;n;n;13856,07
MULTILINESTRING ((504873.33365509 5347788.38505672,513462.490542388 5336915.97527387));561;Yspertal;31552;3683;Hauptstra�e 9;48.283.279.100.000.000;15.065.690.560.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;123;91;UW Erlauf;;4213;y;n;n;13855,79
MULTILINESTRING ((1062283.27401095 5266033.2966213,1050498.89320454 5258757.27320824));120;Rechnitz;10919;7471;Hauptplatz 10;473.056.221;16.440.205;;;;;;162;190;UW Suedburgenland/Rotenturm;;4252;y;n;y;13849,63
MULTILINESTRING ((592876.350711939 5260998.1804931,581517.345443776 5253097.43208601));37;Bad Schönau;32302;2853;Kurhausstra�e 8;47.495.785.200.000.000;16.233.107.199.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;491;217;UW Pinggau;;9212;y;n;n;13836,5
MULTILINESTRING ((487053.278292682 5386255.03601832,499339.844453889 5379892.91163514));35;Bad Großpertholz;30910;3973;Bad Gro�pertholz 138;48.629.227.899.999.900;14.824.293.700.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;374;149;UW Gross-Gerungs;;9093;y;n;n;13836,05
MULTILINESTRING ((367654.55404932 5293155.8937549,356169.858290043 5285460.95153792));37;Hallein;50205;5324;Am Lindenplatz 1;47.778.165.199.999.900;13.233.358.900.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;437;56;UW Oberalm;;9157;y;n;n;13824,27
MULTILINESTRING ((573593.469658327 5300820.79732172,581973.950868023 5311740.25529587));311;Michelbach;31923;2761;Miesenbach 240;47.856.511.550.000.000;15.983.846.780.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;392;156;UW Pottenstein;;9112;y;n;n;13764,7
MULTILINESTRING ((184648.914357393 5220875.83446185,170940.869921717 5222097.00755729));197;St. Leonhard im Pitztal;70217;6481;Nr. 115;47.066.018.200.000.000;10.846.661.299.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;59;531;UW Prutz;;4149;y;y;n;13762,33
MULTILINESTRING ((538455.521635939 5244390.80374804,552168.143659064 5243706.84991163));46;Fohnsdorf;62007;8163;Fladnitz an der Teichalm 100;47.351.849.899.999.900;15.509.176.300.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;478;219;UW Birkfeld;;9199;y;n;n;13729,67
MULTILINESTRING ((502758.431656236 5366634.71893654,499339.844453889 5379892.91163514));438;Seitenstetten;30532;3632;Sch�nbach 6;48.452.844.900.000.000;15.037.306.180.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;374;149;UW Gross-Gerungs;;9093;y;n;n;13691,84
MULTILINESTRING ((399912.237497978 5360312.00993104,407788.653329209 5371485.0810394));66;Eschenau im Hausruckkreis;40804;4761;Hauptstra�e 12;48.388.025.300.000.000;13.648.076.600.000.000;Engelhartszell;41407;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;109;702;KW Ranna;;4199;y;n;n;13670,24
MULTILINESTRING ((530799.32674735 5356856.79074318,519038.712197442 5349895.53682836));472;St. Leonhard am Hornerwald;31340;3620;Hauptstra�e 15a;48.364.131.899.999.900;15.415.819.500.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;357;124;UW Am Schuss;;9076;y;n;n;13666,42
MULTILINESTRING ((1095008.36437578 5316341.71989709,1090932.09415584 5329337.77790293));155;Wallern_im_Burgenland;10721;7151;Hauptstraï¿½e 4;477.251.679;16.936.868;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;13620,33
MULTILINESTRING ((402722.331167214 5352927.17576778,412292.542486423 5343247.50425929));13;Altschwendt;41401;4721;Altschwendt 9;48.322.043.860.000.000;13.687.730.159.999.900;Altheim;40401;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;415;34;UW Grieskirchen;;9135;y;n;n;13611,94
MULTILINESTRING ((317136.104976907 5273020.1839986,321485.277505423 5260171.99461665));261;Waidring;70419;6384;Dorfstra�e 9;47.584.799.699.999.900;12.567.978.000.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;511;629;UW Hochfilzen;;9233;y;n;n;13564,34
MULTILINESTRING ((1074497.38355444 5317468.3372445,1064446.64622749 5326573.72497011));82;Mörbisch am See;10307;7072;Hauptstraï¿½e 22;477.537.526;166.673.259;;;;;;148;262;UW Eisenstadt;;4238;y;n;n;13561,91
MULTILINESTRING ((398793.257462605 5350773.30442158,389678.688015051 5340782.17573264));288;Roßbach;40434;4752;Marktplatz 32/33;48.302.054.800.000.000;13.635.259.300.000.000;Ried im Innkreis;41225;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;410;36;UW Ried;;9130;y;n;n;13523,98
MULTILINESTRING ((437977.741622285 5369031.49424289,425068.132335706 5365026.31758178));336;St. Gotthard im Mühlkreis;41621;4173;St. Veit i.M. 3;48.471.354.499.999.900;14.160.876.500.000.000;St. Georgen am Walde;41119;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;108;700;UW Partenstein;;4198;y;n;n;13516,64
MULTILINESTRING ((486475.53450483 5352001.21563824,482178.997550764 5339186.45703911));238;Palting;40429;4363;Markt 16;48.321.054.799.999.900;14.817.561.100.000.000;Ottenschlag im Mühlkreis;41616;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;431;786;UW Baumgartenberg;;9151;y;n;n;13515,85
MULTILINESTRING ((113704.1910734 5248995.90817031,113527.546533341 5262501.80186243));18;;80209;6884;Kirchdorf 136;47.280.427.600.000.000;9.891.546.200.000.000;;;Damüls;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;530;592;UW Andelsbuch;;9253;y;n;n;13507,05
MULTILINESTRING ((502780.513205332 5345972.26267283,503544.274909687 5332593.29851189));427;Schwadorf;30739;3684;Untere Hauptstra�e 3;48.266.952.549.999.900;15.037.468.250.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;120;84;UW Ybbsfeld;;4210;y;y;n;13400,75
MULTILINESTRING ((559419.79814608 5403526.85206438,561261.878108983 5390366.41285011));532;Weiten;31546;2084;Weitersfeld 113;48.781.902.240.000.000;15.808.861.500.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;362;69;UW Eggenburg;;9081;y;n;n;13288,73
MULTILINESTRING ((339312.350618066 5336148.40099134,350446.798341759 5328909.69786732));123;Hofkirchen an der Trattnach;40811;5122;Athaler Stra�e 3;48.158.261.449.999.900;12.839.207.549.999.900;Hinzenbach;40507;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;272;752;UW Gundertshausen;;4045;y;n;n;13280,62
MULTILINESTRING ((603132.828372712 5378611.39417114,616268.587981769 5379834.57305571));336;Niederhollabrunn;31234;2116;Hauptstra�e 71;48.552.115.299.999.900;16.397.554.700.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;384;300;UW Mistelbach;;9104;y;n;n;13192,59
MULTILINESTRING ((440459.251318327 5203391.19700907,446905.119180062 5191881.23519749));75;Metnitz;20518;9363;Marktplatz 4;46.981.369.500.000.000;14.217.103.099.999.900;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;325;503;UW Gurk;;9043;y;n;n;13191,98
MULTILINESTRING ((421931.053703508 5300649.2079251,433747.690467083 5306427.93350388));96;Grünbach;40602;4645;Im Dorf 17;47.854.439.700.000.000;13.956.363.000.000.000;Gramastetten;41609;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;416;725;UW Kirchdorf;;9136;y;n;n;13153,96
MULTILINESTRING ((389874.997763742 5379613.28782162,385367.202855544 5367261.72095632));77;Freistadt;40601;4785;Freinberg 4;48.559.936.669.999.900;13.507.461.590.000.000;Frankenburg am Hausruck;41709;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;423;781;UW Aigerding;;9143;y;n;n;13148,44
MULTILINESTRING ((412738.888646895 5356324.61525649,412292.542486423 5343247.50425929));114;Helfenberg;41310;4733;Kirchenplatz 7;48.354.065.100.000.000;13.822.117.700.000.000;Hargelsberg;41006;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;415;34;UW Grieskirchen;;9135;y;n;n;13084,73
MULTILINESTRING ((539421.311061123 5399397.30733264,546602.906172449 5388484.64014378));220;Irnfritz-Messern;31110;3761;Hauptplatz 1;48.746.343.500.000.000;15.536.248.880.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;353;70;UW Horn;;9072;y;n;n;13063,75
MULTILINESTRING ((517654.663621109 5419578.7534603,507601.949802397 5411331.90905857));232;Kautzen;32210;3851;Waidhofner Stra�e 14;48.928.888.999.999.900;15.241.030.600.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;370;152;UW Heidenreichstein;;9089;y;n;n;13002,6
MULTILINESTRING ((560721.663774034 5232429.9491765,573433.394668148 5235016.6470841));251;Teufenbach-Katsch;61446;8224;Stubenberg am See 5;47.242.544.500.000.000;15.802.340.600.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;472;213;UW Hartberg;;9193;y;n;n;12972,24
MULTILINESTRING ((529477.532134051 5396936.77940194,520265.882169641 5406034.4040822));134;Golling an der Erlauf;31509;3811;Hauptstra�e 72;48.724.759.100.000.000;15.400.811.500.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;354;71;UW Waidhofen an der Thaya;;9073;y;n;n;12946,86
